	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
FXN	1e-05	1e-05	1e-05	1e-05	1e-05	0.00057	0.0001	0.000102857142857
SSR1	1e-05	0.00023	5e-05	1e-05	1e-05	0.00032	0.00012	0.000107142857143
IDH3A	8e-05	0.00042	1e-05	8e-05	0.00015	1e-05	1e-05	0.000108571428571
CDC7	1e-05	1e-05	0.00072	1e-05	1e-05	1e-05	1e-05	0.000111428571429
KCTD5	1e-05	1e-05	1e-05	0.00074	1e-05	1e-05	1e-05	0.000114285714286
MDC1	1e-05	1e-05	0.00074	1e-05	1e-05	1e-05	1e-05	0.000114285714286
SLC25A15	0.00076	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.000117142857143
CHST10	1e-05	1e-05	1e-05	0.0001	1e-05	0.00066	2e-05	0.000117142857143
REXO4	0.00011	5e-05	1e-05	6e-05	0.00027	0.00016	0.00019	0.000121428571429
DLAT	1e-05	4e-05	1e-05	1e-05	1e-05	0.00078	1e-05	0.000124285714286
ZWINT	1e-05	1e-05	0.00082	1e-05	1e-05	1e-05	1e-05	0.000125714285714
PTDSS1	0.00028	3e-05	1e-05	1e-05	2e-05	0.00052	1e-05	0.000125714285714
TOE1	1e-05	2e-05	1e-05	0.0008	1e-05	1e-05	5e-05	0.00013
SDCCAG3	2e-05	1e-05	1e-05	0.00028	1e-05	0.00057	2e-05	0.000131428571429
RRM2	1e-05	1e-05	0.00084	1e-05	1e-05	1e-05	4e-05	0.000132857142857
SIVA1	1e-05	1e-05	0.00088	1e-05	1e-05	1e-05	1e-05	0.000134285714286
IMP3	1e-05	1e-05	2e-05	0.00089	1e-05	1e-05	1e-05	0.000137142857143
MPHOSPH9	1e-05	1e-05	0.0009	1e-05	1e-05	1e-05	1e-05	0.000137142857143
KIAA0586	1e-05	1e-05	0.00092	1e-05	1e-05	1e-05	1e-05	0.00014
NCAPG2	1e-05	1e-05	0.00092	1e-05	1e-05	1e-05	1e-05	0.00014
SLC19A1	1e-05	1e-05	1e-05	1e-05	1e-05	0.00093	1e-05	0.000141428571429
NCAPD3	1e-05	1e-05	0.0009	4e-05	1e-05	1e-05	1e-05	0.000141428571429
TRAIP	1e-05	1e-05	0.00094	1e-05	1e-05	1e-05	1e-05	0.000142857142857
TTI2	1e-05	1e-05	0.00061	2e-05	1e-05	9e-05	0.00026	0.000144285714286
ANP32E	1e-05	1e-05	0.00095	1e-05	1e-05	1e-05	1e-05	0.000144285714286
PSME3	1e-05	1e-05	1e-05	1e-05	1e-05	0.00095	1e-05	0.000144285714286
CACYBP	1e-05	1e-05	1e-05	0.00061	1e-05	0.00036	1e-05	0.000145714285714
HAUS6	8e-05	1e-05	8e-05	7e-05	5e-05	0.00073	1e-05	0.000147142857143
SUPT16H	2e-05	1e-05	0.00012	0.00079	9e-05	1e-05	1e-05	0.00015
CSTF3	6e-05	1e-05	1e-05	1e-05	1e-05	6e-05	0.00089	0.00015
RAP1GDS1	2e-05	6e-05	1e-05	1e-05	1e-05	1e-05	0.00094	0.000151428571429
SACS	1e-05	1e-05	0.00018	0.00012	1e-05	0.00076	1e-05	0.000157142857143
UBE2S	1e-05	1e-05	0.00104	1e-05	1e-05	1e-05	1e-05	0.000157142857143
EBNA1BP2	0.00035	2e-05	1e-05	1e-05	1e-05	0.00071	1e-05	0.00016
DCK	1e-05	1e-05	0.00077	1e-05	1e-05	1e-05	0.00032	0.000162857142857
TUBB3	1e-05	0.00089	1e-05	1e-05	1e-05	1e-05	0.0002	0.000162857142857
DCLRE1C	1e-05	1e-05	0.00011	0.00083	1e-05	4e-05	0.00014	0.000164285714286
ORC5	0.00054	1e-05	0.00026	1e-05	0.00028	1e-05	4e-05	0.000164285714286
PPM1G	0.00068	1e-05	1e-05	1e-05	0.00043	1e-05	1e-05	0.000165714285714
GIN1	2e-05	1e-05	0.00103	1e-05	1e-05	2e-05	6e-05	0.000165714285714
RRP8	1e-05	1e-05	1e-05	0.00012	4e-05	0.00098	1e-05	0.000168571428571
DUT	2e-05	1e-05	0.00112	1e-05	1e-05	1e-05	1e-05	0.00017
NUP37	2e-05	1e-05	1e-05	0.00113	1e-05	1e-05	1e-05	0.000171428571429
KPNA3	5e-05	0.00083	0.00018	9e-05	2e-05	1e-05	2e-05	0.000171428571429
CBLL1	2e-05	1e-05	0.00016	0.0002	0.00079	2e-05	1e-05	0.000172857142857
ALG5	6e-05	1e-05	1e-05	3e-05	1e-05	0.00011	0.001	0.000175714285714
FTSJ1	1e-05	2e-05	1e-05	1e-05	1e-05	0.0007	0.00047	0.000175714285714
DR1	1e-05	2e-05	0.0001	8e-05	1e-05	0.00102	1e-05	0.000178571428571
NOL9	1e-05	1e-05	0.0003	0.00015	1e-05	0.00066	0.00013	0.000181428571429
BIRC5	1e-05	1e-05	0.00121	1e-05	1e-05	1e-05	1e-05	0.000181428571429
FOXRED2	0.00106	0.00017	1e-05	1e-05	1e-05	1e-05	1e-05	0.000182857142857
BOP1	1e-05	1e-05	1e-05	0.00068	1e-05	0.00056	1e-05	0.000184285714286
PRPS1	1e-05	1e-05	1e-05	1e-05	1e-05	0.00012	0.00113	0.000185714285714
NEK4	0.00092	1e-05	2e-05	1e-05	1e-05	1e-05	0.00034	0.000188571428571
FBXO5	1e-05	1e-05	0.00126	1e-05	1e-05	1e-05	1e-05	0.000188571428571
SRM	1e-05	1e-05	1e-05	1e-05	1e-05	0.00111	0.00023	0.000198571428571
ING2	0.00012	0.00103	2e-05	1e-05	2e-05	0.00018	1e-05	0.000198571428571
CASP8AP2	1e-05	1e-05	0.0013	4e-05	1e-05	1e-05	1e-05	0.000198571428571
HPRT1	1e-05	1e-05	1e-05	0.00011	1e-05	1e-05	0.00126	0.000202857142857
PRMT5	0.00054	3e-05	1e-05	0.00069	1e-05	1e-05	0.00014	0.000204285714286
MFSD9	1e-05	1e-05	1e-05	5e-05	5e-05	0.00084	0.00047	0.000205714285714
SMC2	1e-05	1e-05	0.00139	1e-05	1e-05	1e-05	1e-05	0.000207142857143
DBR1	1e-05	1e-05	0.00142	1e-05	1e-05	1e-05	1e-05	0.000211428571429
DCXR	1e-05	0.00011	1e-05	0.00122	1e-05	0.00011	1e-05	0.000211428571429
MSH6	5e-05	1e-05	0.0014	1e-05	1e-05	1e-05	1e-05	0.000214285714286
H2AFX	1e-05	1e-05	0.00145	1e-05	1e-05	1e-05	1e-05	0.000215714285714
PRPF38B	1e-05	1e-05	0.00069	2e-05	0.00073	1e-05	4e-05	0.000215714285714
GLRX5	1e-05	1e-05	4e-05	0.00068	0.00014	0.00052	0.00018	0.000225714285714
NUBP1	0.0001	0.00017	1e-05	1e-05	1e-05	0.00125	4e-05	0.000227142857143
C14ORF169	1e-05	0.00027	1e-05	1e-05	1e-05	0.00129	1e-05	0.00023
ZBTB24	1e-05	1e-05	2e-05	1e-05	1e-05	0.00155	1e-05	0.000231428571429
HELLS	1e-05	1e-05	0.00154	1e-05	1e-05	1e-05	3e-05	0.000231428571429
TWISTNB	3e-05	1e-05	0.00019	1e-05	0.00118	0.00021	1e-05	0.000234285714286
FGFR1OP	1e-05	1e-05	0.00155	3e-05	1e-05	1e-05	2e-05	0.000234285714286
ELAVL1	1e-05	1e-05	1e-05	1e-05	0.00159	1e-05	1e-05	0.000235714285714
C16ORF53	1e-05	1e-05	1e-05	1e-05	1e-05	0.0013	0.00033	0.00024
CEP85	0.00056	1e-05	0.00108	1e-05	1e-05	1e-05	1e-05	0.000241428571429
CDCA4	0.00164	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.000242857142857
NEIL3	1e-05	1e-05	0.00164	1e-05	1e-05	1e-05	1e-05	0.000242857142857
LSM12	1e-05	1e-05	1e-05	2e-05	1e-05	0.00161	3e-05	0.000242857142857
GINS1	1e-05	1e-05	0.0017	1e-05	1e-05	1e-05	1e-05	0.000251428571429
RNGTT	1e-05	1e-05	1e-05	1e-05	1e-05	0.00171	1e-05	0.000252857142857
BTBD1	0.00028	1e-05	0.00043	0.00104	1e-05	2e-05	1e-05	0.000257142857143
RABIF	0.00036	0.00128	9e-05	4e-05	1e-05	1e-05	1e-05	0.000257142857143
FARSA	4e-05	0.00088	1e-05	0.00084	1e-05	2e-05	1e-05	0.000258571428571
TMPO	1e-05	1e-05	0.00176	1e-05	1e-05	1e-05	1e-05	0.00026
CKLF	0.00091	1e-05	1e-05	1e-05	2e-05	8e-05	0.00083	0.000267142857143
ARIH2	0.00025	1e-05	3e-05	0.00156	1e-05	1e-05	1e-05	0.000268571428571
CCNF	1e-05	1e-05	0.00183	1e-05	1e-05	1e-05	1e-05	0.00027
MFAP1	0.00165	1e-05	0.00015	3e-05	1e-05	4e-05	1e-05	0.000271428571429
IARS	1e-05	2e-05	1e-05	1e-05	1e-05	7e-05	0.0018	0.000275714285714
PSMD8	1e-05	2e-05	6e-05	0.00174	1e-05	8e-05	1e-05	0.000275714285714
CWF19L1	0.00185	1e-05	2e-05	1e-05	1e-05	2e-05	1e-05	0.000275714285714
SNRNP25	1e-05	4e-05	1e-05	1e-05	1e-05	0.00187	1e-05	0.00028
PASK	1e-05	1e-05	0.00142	1e-05	1e-05	0.00049	3e-05	0.000282857142857
PSMA4	1e-05	0.00189	1e-05	1e-05	1e-05	1e-05	5e-05	0.000284285714286
TIMM10	1e-05	1e-05	1e-05	3e-05	1e-05	0.00191	1e-05	0.000284285714286
OGFOD1	0.00109	1e-05	1e-05	6e-05	1e-05	0.00085	3e-05	0.000294285714286
NUP210	0.00062	2e-05	1e-05	3e-05	1e-05	0.00133	4e-05	0.000294285714286
APITD1	1e-05	1e-05	0.00132	1e-05	1e-05	0.00073	1e-05	0.0003
TUBB2C	1e-05	8e-05	0.00118	1e-05	1e-05	1e-05	0.00081	0.000301428571429
MLEC	1e-05	1e-05	1e-05	2e-05	1e-05	0.00205	1e-05	0.000302857142857
DDX56	0.00022	1e-05	5e-05	0.00183	1e-05	1e-05	1e-05	0.000305714285714
ERLIN1	0.00117	0.00061	0.00038	1e-05	1e-05	2e-05	1e-05	0.000315714285714
PSMG1	0.00074	1e-05	1e-05	1e-05	1e-05	1e-05	0.00147	0.000322857142857
CDK2AP1	1e-05	0.002	0.00016	6e-05	1e-05	1e-05	3e-05	0.000325714285714
AGPAT5	1e-05	1e-05	8e-05	0.00214	3e-05	1e-05	1e-05	0.000327142857143
C2ORF44	1e-05	1e-05	0.00199	6e-05	1e-05	0.00015	8e-05	0.00033
FAM98A	1e-05	0.00018	0.00095	0.00043	1e-05	7e-05	0.00069	0.000334285714286
WDR77	0.00175	1e-05	1e-05	0.00038	1e-05	3e-05	0.00015	0.000334285714286
C12ORF43	9e-05	1e-05	1e-05	0.00061	1e-05	0.00021	0.00142	0.000337142857143
SNRPD3	3e-05	0.00077	1e-05	0.00025	1e-05	0.00128	1e-05	0.000337142857143
GMPS	1e-05	1e-05	1e-05	0.00037	5e-05	0.00194	1e-05	0.000342857142857
CHSY1	1e-05	6e-05	3e-05	0.00226	3e-05	1e-05	1e-05	0.000344285714286
PRPF4	0.00118	1e-05	1e-05	0.00103	2e-05	1e-05	0.0002	0.000351428571429
CSTF2T	1e-05	1e-05	0.00247	1e-05	1e-05	1e-05	1e-05	0.000361428571429
BRCA2	1e-05	1e-05	0.00251	1e-05	1e-05	1e-05	1e-05	0.000367142857143
SRSF9	1e-05	1e-05	5e-05	4e-05	1e-05	0.00246	1e-05	0.00037
ADK	0.00243	0.0001	1e-05	1e-05	1e-05	1e-05	2e-05	0.00037
G3BP1	0.00112	1e-05	0.00075	1e-05	1e-05	0.00053	0.00017	0.000371428571429
HIGD1A	0.00162	0.00057	1e-05	1e-05	1e-05	1e-05	0.00037	0.000371428571429
WDR43	0.00239	1e-05	1e-05	0.0002	1e-05	1e-05	1e-05	0.000377142857143
RAF1	0.00118	1e-05	4e-05	1e-05	1e-05	0.00015	0.00124	0.000377142857143
MED31	0.0005	1e-05	1e-05	1e-05	0.00134	0.00078	1e-05	0.00038
HLTF	1e-05	1e-05	0.00033	1e-05	1e-05	0.0015	0.00081	0.000382857142857
SLC20A1	0.00224	1e-05	2e-05	3e-05	1e-05	4e-05	0.00035	0.000385714285714
PROSER1	4e-05	1e-05	0.00013	1e-05	1e-05	0.00243	7e-05	0.000385714285714
NUP62	1e-05	1e-05	0.00268	1e-05	1e-05	1e-05	1e-05	0.000391428571429
NUP107	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.00278	0.000405714285714
PPP1R8	1e-05	1e-05	1e-05	1e-05	1e-05	0.00286	6e-05	0.000424285714286
GTF3C4	1e-05	1e-05	0.00075	1e-05	1e-05	0.00225	1e-05	0.000435714285714
QSER1	0.0003	1e-05	0.00039	1e-05	1e-05	0.00233	1e-05	0.000437142857143
SUV39H2	1e-05	1e-05	0.00302	1e-05	1e-05	1e-05	1e-05	0.00044
DNAJA1	1e-05	2e-05	0.00292	0.00013	1e-05	1e-05	1e-05	0.000444285714286
NAA50	1e-05	1e-05	1e-05	1e-05	1e-05	0.0001	0.00299	0.000448571428571
HAUS7	0.00218	1e-05	1e-05	0.00092	1e-05	1e-05	1e-05	0.00045
CASP2	1e-05	1e-05	0.00105	1e-05	1e-05	1e-05	0.00208	0.000454285714286
EIF2S1	3e-05	0.0018	1e-05	1e-05	1e-05	0.00133	1e-05	0.000457142857143
WRAP53	1e-05	1e-05	0.00311	6e-05	1e-05	1e-05	1e-05	0.00046
NUDT15	1e-05	1e-05	0.00196	9e-05	1e-05	1e-05	0.0012	0.00047
SLIRP	5e-05	1e-05	1e-05	0.00314	1e-05	1e-05	7e-05	0.000471428571429
DCPS	0.00078	1e-05	0.00248	1e-05	2e-05	1e-05	1e-05	0.000474285714286
HDAC2	1e-05	1e-05	2e-05	1e-05	1e-05	0.00327	1e-05	0.000477142857143
CLPB	0.00137	6e-05	1e-05	4e-05	1e-05	0.00188	1e-05	0.000482857142857
RNPS1	1e-05	2e-05	0.00013	2e-05	1e-05	5e-05	0.00319	0.00049
RCHY1	0.00134	1e-05	0.00149	0.00031	0.00011	0.00021	1e-05	0.000497142857143
TRAPPC4	1e-05	1e-05	0.00272	9e-05	0.00032	0.00035	1e-05	0.000501428571429
BRD7	1e-05	1e-05	9e-05	0.00041	1e-05	0.00089	0.0021	0.000502857142857
CENPI	1e-05	1e-05	0.00348	1e-05	1e-05	1e-05	1e-05	0.000505714285714
CDK4	0.0002	1e-05	1e-05	1e-05	1e-05	0.00335	1e-05	0.000514285714286
PPIF	6e-05	1e-05	1e-05	9e-05	1e-05	0.00294	0.00055	0.000524285714286
NAAA	9e-05	0.00039	0.00029	0.00065	0.0005	0.00175	1e-05	0.000525714285714
CRLF3	1e-05	1e-05	0.0037	1e-05	1e-05	1e-05	1e-05	0.000537142857143
HMGB1	1e-05	1e-05	0.00371	1e-05	1e-05	1e-05	1e-05	0.000538571428571
PREB	1e-05	1e-05	1e-05	3e-05	1e-05	0.00371	1e-05	0.000541428571429
RBM15	1e-05	1e-05	2e-05	2e-05	1e-05	0.00387	1e-05	0.000564285714286
ODF2	1e-05	1e-05	1e-05	1e-05	1e-05	0.00089	0.00306	0.000571428571429
USP39	1e-05	1e-05	0.00395	1e-05	1e-05	1e-05	1e-05	0.000572857142857
RAB14	0.00027	0.00098	0.00255	1e-05	1e-05	0.00034	5e-05	0.000601428571429
TTC26	1e-05	1e-05	4e-05	1e-05	1e-05	0.00407	9e-05	0.000605714285714
SAE1	1e-05	1e-05	0.0043	1e-05	1e-05	1e-05	1e-05	0.000622857142857
ITGB3BP	0.00407	1e-05	0.00022	2e-05	1e-05	1e-05	3e-05	0.000624285714286
IER3IP1	1e-05	0.00127	6e-05	3e-05	1e-05	0.0031	1e-05	0.000641428571429
MED27	1e-05	1e-05	0.00095	0.00072	1e-05	0.00258	0.00022	0.000642857142857
PNP	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.00446	0.000645714285714
C9ORF86	1e-05	0.00189	0.00141	0.00069	1e-05	0.00049	3e-05	0.000647142857143
H2AFZ	1e-05	1e-05	0.00031	1e-05	0.00418	1e-05	1e-05	0.000648571428571
BCLAF1	1e-05	1e-05	0.00453	1e-05	1e-05	3e-05	1e-05	0.000658571428571
PHGDH	1e-05	1e-05	1e-05	1e-05	1e-05	0.00456	1e-05	0.00066
ASF1A	7e-05	1e-05	0.00453	1e-05	1e-05	1e-05	1e-05	0.000664285714286
ROD1	4e-05	0.00021	3e-05	1e-05	1e-05	0.00434	1e-05	0.000664285714286
WHSC1	1e-05	1e-05	0.00456	1e-05	6e-05	1e-05	1e-05	0.000667142857143
RMI1	1e-05	1e-05	0.00467	1e-05	1e-05	1e-05	1e-05	0.000675714285714
SOCS5	1e-05	1e-05	0.00116	0.00293	0.00058	1e-05	5e-05	0.000678571428571
SLC25A10	0.00351	0.00124	1e-05	1e-05	1e-05	1e-05	1e-05	0.000685714285714
SRRT	2e-05	1e-05	1e-05	0.00398	1e-05	1e-05	0.00077	0.000687142857143
UCK2	1e-05	1e-05	1e-05	1e-05	1e-05	0.00481	1e-05	0.000695714285714
SPC25	1e-05	1e-05	0.00485	1e-05	1e-05	1e-05	1e-05	0.000701428571429
WDR4	1e-05	1e-05	2e-05	3e-05	1e-05	0.00486	3e-05	0.00071
NOP16	1e-05	1e-05	1e-05	0.0001	0.00456	2e-05	0.00026	0.00071
MRPL17	1e-05	1e-05	1e-05	2e-05	1e-05	0.00492	4e-05	0.000717142857143
EFHD2	0.00015	0.00088	0.00193	2e-05	1e-05	0.00011	0.00193	0.000718571428571
C12ORF24	8e-05	1e-05	1e-05	0.00014	0.00343	0.00147	1e-05	0.000735714285714
SEC23B	1e-05	0.00065	2e-05	0.00027	1e-05	0.00407	0.00015	0.00074
TUBGCP5	3e-05	1e-05	1e-05	0.00276	0.00155	1e-05	0.0009	0.000752857142857
CHORDC1	1e-05	5e-05	1e-05	0.00057	1e-05	0.00465	3e-05	0.000761428571429
XPO4	2e-05	1e-05	3e-05	0.00046	1e-05	0.00018	0.00473	0.000777142857143
LMNB1	1e-05	1e-05	0.00539	1e-05	1e-05	1e-05	1e-05	0.000778571428571
LGALSL	0.00026	0.00104	1e-05	2e-05	1e-05	0.00414	1e-05	0.000784285714286
KLHL7	1e-05	1e-05	0.0054	1e-05	1e-05	1e-05	5e-05	0.000785714285714
C1ORF112	1e-05	1e-05	0.00545	1e-05	1e-05	2e-05	1e-05	0.000788571428571
HUS1	1e-05	1e-05	2e-05	5e-05	1e-05	0.00462	0.00089	0.000801428571429
PAQR4	0.00145	2e-05	0.00411	1e-05	1e-05	1e-05	1e-05	0.000802857142857
FAM208B	1e-05	1e-05	1e-05	3e-05	0.00037	0.00524	1e-05	0.000811428571429
SF3A3	0.00023	1e-05	4e-05	0.0044	1e-05	0.00104	2e-05	0.000821428571429
TDP1	1e-05	1e-05	0.00576	1e-05	1e-05	1e-05	1e-05	0.000831428571429
UAP1	3e-05	2e-05	1e-05	9e-05	1e-05	0.00411	0.00155	0.000831428571429
PALB2	0.00155	1e-05	0.00405	4e-05	1e-05	1e-05	0.00034	0.000858571428571
DNA2	1e-05	1e-05	0.00616	1e-05	1e-05	1e-05	1e-05	0.000888571428571
CHCHD3	0.00561	1e-05	1e-05	1e-05	1e-05	0.00048	0.00014	0.000895714285714
MINA	1e-05	1e-05	1e-05	1e-05	0.00022	0.00603	1e-05	0.0009
UTP20	1e-05	1e-05	1e-05	0.00626	1e-05	1e-05	1e-05	0.000902857142857
GLE1	3e-05	1e-05	1e-05	1e-05	1e-05	0.00627	1e-05	0.000907142857143
UBL4A	0.00021	0.00034	1e-05	1e-05	1e-05	0.00578	1e-05	0.00091
METTL13	3e-05	1e-05	1e-05	0.00191	0.00396	0.00047	1e-05	0.000914285714286
MAPKAP1	1e-05	1e-05	1e-05	3e-05	1e-05	0.00639	2e-05	0.000925714285714
LRRC59	1e-05	2e-05	1e-05	1e-05	1e-05	0.00642	1e-05	0.000927142857143
FBXO22	1e-05	1e-05	0.00021	1e-05	8e-05	0.00462	0.00159	0.000932857142857
B4GALNT1	1e-05	7e-05	0.00047	1e-05	1e-05	0.00581	0.00022	0.000942857142857
NPM3	0.00622	1e-05	1e-05	6e-05	1e-05	0.00042	1e-05	0.000962857142857
COASY	1e-05	4e-05	5e-05	1e-05	1e-05	0.00645	0.00018	0.000964285714286
PUS1	0.00015	1e-05	1e-05	0.00439	1e-05	0.00227	5e-05	0.000984285714286
DCTPP1	0.00683	1e-05	1e-05	1e-05	1e-05	3e-05	1e-05	0.000987142857143
TACC3	1e-05	1e-05	0.00695	1e-05	1e-05	1e-05	1e-05	0.00100142857143
TTC4	0.00043	1e-05	1e-05	0.00065	6e-05	0.00483	0.00102	0.00100142857143
METAP1	1e-05	2e-05	3e-05	0.00514	1e-05	0.00089	0.00099	0.00101285714286
SNRNP27	1e-05	1e-05	0.00093	4e-05	1e-05	0.00016	0.00608	0.00103428571429
ISOC2	0.00036	0.0027	1e-05	4e-05	1e-05	0.00325	0.00091	0.00104
NRF1	1e-05	1e-05	0.00736	1e-05	1e-05	1e-05	1e-05	0.00106
PES1	0.00064	5e-05	1e-05	4e-05	1e-05	0.00638	0.00031	0.00106285714286
C9ORF40	1e-05	1e-05	0.00749	1e-05	1e-05	1e-05	1e-05	0.00107857142857
BCL7B	0.0001	1e-05	0.00651	3e-05	0.0001	1e-05	0.00083	0.00108428571429
SHOC2	0.00015	1e-05	0.0002	1e-05	2e-05	0.00242	0.00484	0.00109285714286
STK17B	0.00155	0.00115	0.00407	1e-05	0.00055	0.00029	3e-05	0.00109285714286
GABPB1	1e-05	1e-05	0.00041	1e-05	1e-05	0.00723	1e-05	0.00109857142857
CCND3	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	0.00765	0.00110285714286
CCDC15	1e-05	1e-05	0.00062	1e-05	0.00706	1e-05	1e-05	0.00110428571429
TCP1	2e-05	2e-05	1e-05	0.00769	1e-05	2e-05	4e-05	0.00111571428571
SRPK1	0.00542	0.00101	1e-05	0.00086	9e-05	0.00039	7e-05	0.00112142857143
SMC4	1e-05	1e-05	0.00781	1e-05	1e-05	1e-05	1e-05	0.00112428571429
EIF2B1	1e-05	1e-05	1e-05	0.00185	1e-05	0.00173	0.00434	0.00113714285714
MAD2L1	1e-05	1e-05	0.008	1e-05	1e-05	1e-05	1e-05	0.00115142857143
RANBP1	0.00805	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.00115857142857
RPL39L	1e-05	1e-05	0.00556	0.00256	1e-05	1e-05	1e-05	0.00116714285714
TMEM93	0.00027	1e-05	1e-05	0.00606	1e-05	0.0004	0.00144	0.00117142857143
GTF2E1	0.00135	3e-05	0.00684	1e-05	1e-05	3e-05	2e-05	0.00118428571429
SPATA5L1	1e-05	1e-05	0.0049	0.0013	1e-05	1e-05	0.00207	0.00118714285714
DHX29	0.00066	0.00109	0.00388	1e-05	0.00274	4e-05	1e-05	0.00120428571429
CENPO	1e-05	1e-05	0.00211	0.00071	0.00561	1e-05	1e-05	0.00121
CNP	0.00041	1e-05	0.00194	1e-05	1e-05	0.00611	1e-05	0.00121428571429
SRRD	0.00012	1e-05	1e-05	9e-05	1e-05	0.00834	3e-05	0.00123
POLDIP2	0.00296	0.00055	1e-05	0.00452	1e-05	0.00046	0.00026	0.00125285714286
KIF15	1e-05	1e-05	0.00872	1e-05	1e-05	1e-05	1e-05	0.00125428571429
AMD1	1e-05	1e-05	1e-05	0.00883	1e-05	1e-05	1e-05	0.00127
BORA	1e-05	1e-05	0.00907	1e-05	1e-05	1e-05	1e-05	0.00130428571429
NDUFB3	0.00272	8e-05	0.00023	2e-05	1e-05	0.00613	2e-05	0.00131571428571
CHST11	1e-05	1e-05	2e-05	0.00751	1e-05	0.00039	0.00133	0.00132571428571
RPS6KA4	1e-05	1e-05	1e-05	0.00925	1e-05	1e-05	1e-05	0.00133
DKC1	5e-05	1e-05	1e-05	4e-05	1e-05	0.00931	7e-05	0.00135714285714
CDCA8	1e-05	1e-05	0.0095	1e-05	1e-05	1e-05	1e-05	0.00136571428571
ATG3	0.00094	0.00749	1e-05	6e-05	1e-05	0.0011	1e-05	0.00137428571429
TMEM11	1e-05	2e-05	2e-05	1e-05	1e-05	0.00184	0.00774	0.00137857142857
CORO2B	0.00024	0.00691	0.00249	3e-05	2e-05	1e-05	1e-05	0.00138714285714
DPM2	0.00841	1e-05	2e-05	2e-05	0.0007	0.00069	1e-05	0.00140857142857
PUS7	0.00243	9e-05	1e-05	0.00209	0.00209	0.00334	1e-05	0.00143714285714
YEATS4	0.0001	1e-05	0.00862	1e-05	7e-05	1e-05	0.00124	0.00143714285714
SLC25A17	1e-05	1e-05	1e-05	1e-05	1e-05	0.01007	4e-05	0.00145142857143
NOL6	9e-05	1e-05	1e-05	0.01011	1e-05	1e-05	1e-05	0.00146428571429
FH	0.0054	0.00134	1e-05	0.00347	1e-05	2e-05	3e-05	0.00146857142857
NUP98	3e-05	1e-05	0.00517	0.00323	1e-05	0.00175	0.00016	0.00148
DCTN5	0.00824	1e-05	1e-05	1e-05	1e-05	0.00209	3e-05	0.00148571428571
NFKBIB	1e-05	6e-05	0.00086	5e-05	1e-05	0.00942	0.0001	0.00150142857143
CHTOP	0.00446	1e-05	0.00137	2e-05	1e-05	0.00416	0.00058	0.00151571428571
RRP15	0.00016	1e-05	1e-05	1e-05	1e-05	0.0001	0.0104	0.00152857142857
VCP	1e-05	0.01065	1e-05	1e-05	1e-05	1e-05	1e-05	0.00153
POLR3F	1e-05	0.00062	1e-05	2e-05	1e-05	1e-05	0.01003	0.00153
MTMR2	1e-05	0.00046	9e-05	1e-05	1e-05	1e-05	0.01019	0.00154
ECHDC1	0.00029	4e-05	0.01026	2e-05	1e-05	9e-05	0.0001	0.00154428571429
SEH1L	0.01074	1e-05	1e-05	1e-05	1e-05	8e-05	1e-05	0.00155285714286
BANF1	0.00075	6e-05	1e-05	0.002	1e-05	0.00808	1e-05	0.00156
RPA3	1e-05	1e-05	0.0056	1e-05	1e-05	0.00528	1e-05	0.00156142857143
CCT4	1e-05	1e-05	1e-05	0.00166	0.00011	0.00016	0.00898	0.00156285714286
USP46	0.00015	1e-05	0.00438	2e-05	0.00017	0.00616	0.0001	0.00157
DDX31	0.00158	1e-05	0.00424	1e-05	1e-05	0.00515	4e-05	0.00157714285714
PDS5A	1e-05	6e-05	0.00535	0.00011	0.00076	0.00474	3e-05	0.00158
KIF18B	1e-05	1e-05	0.01103	1e-05	1e-05	1e-05	1e-05	0.00158428571429
SPTAN1	1e-05	8e-05	1e-05	0.01094	1e-05	4e-05	1e-05	0.00158571428571
XRCC4	0.00599	1e-05	0.00445	1e-05	0.0007	1e-05	1e-05	0.00159714285714
TUBB	1e-05	0.00014	2e-05	1e-05	1e-05	0.0003	0.01072	0.00160142857143
NUCKS1	0.01091	1e-05	9e-05	0.00021	1e-05	0.00012	1e-05	0.00162285714286
CHML	1e-05	1e-05	5e-05	0.00056	0.0103	0.00074	2e-05	0.00167
C11ORF51	1e-05	0.00226	1e-05	1e-05	1e-05	0.00136	0.00812	0.00168285714286
ZNF207	1e-05	1e-05	3e-05	0.00019	1e-05	0.00058	0.01123	0.00172285714286
XPO1	1e-05	6e-05	0.00195	0.00798	1e-05	3e-05	0.00207	0.00173
DDX46	1e-05	1e-05	6e-05	0.01203	1e-05	1e-05	1e-05	0.00173428571429
TSN	0.00606	1e-05	0.00566	1e-05	1e-05	8e-05	0.00033	0.00173714285714
PRIM2	0.00036	1e-05	0.00108	1e-05	1e-05	0.01102	1e-05	0.00178571428571
